study_id,land_use_system,land_use_type,area_id,sample_set,sample_pooling,sample_plot_size_m,design_type,continent,country,country_region,climate_zone,precipitation_condition,sampling_year,sampling_season,sampling_month,soil_sample_number,soil_depth_cm,soil_type,species_delimination_method,shannon_index,total_number_of_species_in_study,species_richness_absolute,species_richness_relative,OTU_total_in_study,OTU_number_absolute,OTU_number_relative,ACE,Chao1,pielou_evenness,berger_dominance,simpson,dominant_phylum,dominant_func_guild,notes
4,managed forest,moderate,2,1,TRUE,2.5 x 2,field study,south america,Brazil,Pernambuco,tropical,270.004,2009,rainy,july,20,0-15,,genetically,3.04,63,37,0.59,,,,,,0.84,0.16,,Ascomycota,saprophytic,
4,managed forest,moderate,2,2,TRUE,2.5 x 2,field study,south america,Brazil,Pernambuco,tropical,109.373,2010,dry,february,20,0-15,,genetically,2.91,56,30,0.54,,,,,,0.86,0.15,,Ascomycota,saprophytic,
4,monoculture,strong anthropogene,3,1,TRUE,2.5 x 2,field study,south america,Brazil,Pernambuco,tropical,270.004,2009,rainy,july,20,0-15,,genetically,2.43,63,16,0.25,,,,,,0.88,0.25,,Ascomycota,saprophytic,
4,monoculture,strong anthropogene,3,2,TRUE,2.5 x 2,field study,south america,Brazil,Pernambuco,tropical,109.373,2010,dry,february,20,0-15,,genetically,2.06,56,25,0.45,,,,,,0.64,0.41,,Ascomycota,saprophytic,cassava monoculture
17,primary forest,natural,1,1,TRUE,,field study,south america,Brazil,"Benjamin Constant, Amazonas",tropical,221.556,2004,rainy,october,5,0-20,,genetically,3.24,,,,,44.00,,541.00,248,,,0.07,Ascomycota,saprophytic,
17,arable land,strong anthropogene,2,1,TRUE,,field study,south america,Brazil,"Benjamin Constant, Amazonas",tropical,221.556,2004,rainy,october,5,0-20,,genetically,3.07,,,,,45.00,,222.00,166,,,0.09,Ascomycota,saprophytic,
17,agricultural meadow,strong anthropogene,3,1,TRUE,,field study,south america,Brazil,"Benjamin Constant, Amazonas",tropical,156.1,2004,rainy,september,5,0-20,,genetically,3.25,,,,,31.00,,333.00,144,,,0.05,Ascomycota,saprophytic,
10,primary forest,natural,1,1,TRUE,30 x 30,field study,south america,Chile,Puyehue National Park,temperate,286.235,2013,summer,,3,1-1,,genetically,4.56,,,,"1,173.00",372.00,0.32,,,0.77,0.08,0.97,Ascomycota,saprophytic,
10,primary forest,natural,1,1,TRUE,30 x 30,field study,south america,Chile,Puyehue National Park,temperate,286.235,2013,summer,,3,10-10,,genetically,3.76,,,,"1,173.00",254.00,0.22,,,0.68,0.22,0.92,Ascomycota,saprophytic,
10,managed forest,moderate,2,1,TRUE,30 x 30,field study,south america,Chile,Puyehue National Park,temperate,286.235,2013,summer,,3,1-1,,genetically,4.66,,,,"1,173.00",389.00,0.33,,,0.78,0.08,0.98,Ascomycota,saprophytic,
10,managed forest,moderate,2,1,TRUE,30 x 30,field study,south america,Chile,Puyehue National Park,temperate,286.235,2013,summer,,3,10-10,,genetically,4.15,,,,"1,173.00",294.00,0.25,,,0.73,0.12,0.96,Ascomycota,saprophytic,
10,clear cut,strong anthropogene,3,1,TRUE,30 x 30,field study,south america,Chile,Puyehue National Park,temperate,286.235,2013,summer,,3,1-1,,genetically,4.85,,,,"1,173.00",382.00,0.33,,,0.82,0.06,0.98,Ascomycota,saprophytic,
10,clear cut,strong anthropogene,3,1,TRUE,30 x 30,field study,south america,Chile,Puyehue National Park,temperate,286.235,2013,summer,,3,10-10,,genetically,4.95,,,,"1,173.00",419.00,0.36,,,0.82,0.06,0.98,Ascomycota,saprophytic,
20,monoculture,strong anthropogene,1,1,TRUE,10 x 10,field study,asia,China,Lanzhou City,temperate,67.719,2020,summer,july,5,0-10,,genetically,3.49,,,,"3,501.00",935.00,0.27,,415.26,,,,Ascomycota,saprophytic,apricot tree land
20,monoculture,strong anthropogene,2,1,TRUE,10 x 10 ,field study,asia,China,Lanzhou City,temperate,67.719,2020,summer,july,5,0-10,,genetically,4.35,,,,"3,501.00",955.00,0.27,,500.38,,,,Ascomycota,saprophytic,apple tree land
20,monoculture,strong anthropogene,3,1,TRUE,10 x 10,field study,asia,China,Lanzhou City,temperate,67.719,2020,summer,july,5,0-10,,genetically,3.83,,,,"3,501.00",849.00,0.24,,371.67,,,,Ascomycota,saprophytic,peach tree land
20,arable land,strong anthropogene,4,1,TRUE,10 x 10,field study,asia,China,Lanzhou City,temperate,67.719,2020,summer,july,5,0-10,,genetically,3.58,,,,"3,501.00",834.00,0.24,,414.17,,,,Ascomycota,saprophytic,corn land
20,former argicultural land,moderate,5,1,TRUE,10 x 10,field study,asia,China,Lanzhou City,temperate,67.719,2020,summer,july,5,0-10,,genetically,3.90,,,,"3,501.00",1015.00,0.29,,365.56,,,,Ascomycota,saprophytic,abandoned
21,wetland,natural,1,1,TRUE,10 x 10,field study,asia,China,Sanjiang Plain,temperate,46.384,2017,autumn,october,3,0-20,,genetically,4.15,,,,"1,349.00",467.00,0.35,425.20,405.20,,,,Ascomycota,saprophytic,
21,former argicultural land,moderate,2,1,TRUE,10 x 10,field study,asia,China,Sanjiang Plain,temperate,46.384,2017,autumn,october,3,0-20,,genetically,3.45,,,,"1,349.00",363.00,0.27,220.90,221.10,,,,Basidiomycota,ectomycorrhiza,restored wetlands
21,arable land,strong anthropogene,3,1,TRUE,10 x 10,field study,asia,China,Sanjiang Plain,temperate,46.384,2017,autumn,october,3,0-20,,genetically,2.29,,,,"1,349.00",751.00,0.56,170.30,165.20,,,,Ascomycota,saprophytic,paddy fields
22,primary forest,natural,1,1,TRUE,,field study,asia,China,Xishuangbanna,tropical,172.716,2016,rainy,may,3,0-10,,genetically,2.65,,,,,489.00,,658.30,649.40,,,0.23,Basidiomycota,ectomycorrhiza,
22,secondary forest,moderate,2,1,TRUE,,field study,asia,China,Xishuangbanna,tropical,172.716,2016,rainy,may,3,0-10,,genetically,2.56,,,,,552.00,,722.90,667.20,,,0.29,Basidiomycota,ectomycorrhiza,
22,former argicultural land,moderate,3,1,TRUE,,field study,asia,China,Xishuangbanna,tropical,172.716,2016,rainy,may,3,0-10,,genetically,3.13,,,,,209.00,,346.70,343.70,,,0.09,Ascomycota,saprophytic,pioneer plant community dominated by Macaranga denticulate trees
22,monoculture,strong anthropogene,4,1,TRUE,,field study,asia,China,Xishuangbanna,tropical,172.716,2016,rainy,may,3,0-10,,genetically,3.46,,,,,369.00,,545.10,538.80,,,0.11,Ascomycota,saprophytic,rubber plantation
22,monoculture,strong anthropogene,5,1,TRUE,,field study,asia,China,Xishuangbanna,tropical,172.716,2016,rainy,may,3,0-10,,genetically,3.64,,,,,561.00,,576.30,572.30,,,0.08,Ascomycota,saprophytic,Plukenetia volubilis plantation
23,primary forest,natural,1,1,TRUE,20 x 20,field study,asia,China,Taojia River Basin,subtropical,225.435,2021,dry,march,3,0-10,,genetically,4.00,,,,"9,615.00",8414.00,0.88,,185.00,,,0.83,Mucoromycota,ectomycorrhiza,
23,wasteland,moderate,2,1,TRUE,20 x 20,field study,asia,China,Taojia River Basin,subtropical,225.435,2021,dry,march,3,0-10,,genetically,3.50,,,,"9,615.00",8762.00,0.91,,146.00,,,0.90,Ascomycota,saprophytic,
23,arable land,strong anthropogene,3,1,TRUE,20 x 20,field study,asia,China,Taojia River Basin,subtropical,225.435,2021,dry,march,3,0-10,,genetically,3.20,,,,"9,615.00",5577.00,0.58,,149.00,,,0.91,Mucoromycota,pathogene,vegetable land
23,arable land,strong anthropogene,4,1,TRUE,20 x 20,field study,asia,China,Taojia River Basin,subtropical,225.435,2021,dry,march,3,0-10,,genetically,3.50,,,,"9,615.00",3093.00,0.32,,137.00,,,0.96,Mucoromycota,pathogene,cultivated land
25,wetland,natural,1,1,TRUE,10 x 10,field study,asia,China,Sanjiang Plain,temperate,46.384,2016,autumn,october,9,0-20,,genetically,3.30,,,,,,,,405.20,,,0.10,Ascomycota,ectomycorrhiza,
25,arable land,strong anthropogene,2,1,TRUE,10 x 10,field study,asia,China,Sanjiang Plain,temperate,46.384,2016,autumn,october,9,0-20,,genetically,4.20,,,,,,,,666.50,,,0.07,Ascomycota,pathogene,
25,secondary forest,moderate,3,1,TRUE,10 x 10,field study,asia,China,Sanjiang Plain,temperate,46.384,2016,autumn,october,9,0-20,,genetically,3.90,,,,,,,,666.50,,,0.04,Ascomycota,ectomycorrhiza,
30,grassland,natural,1,1,TRUE,4 x 4,field study,asia,China,Guizhou Province,subtropical,52.75,2019,rainy,november,5,0-20,,genetically,4.90,,,,,,,,590.00,,,,Ascomycota,,
30,grassland,natural,1,1,TRUE,4 x 4,field study,asia,China,Guizhou Province,subtropical,52.75,2019,rainy,november,5,20-40,,genetically,4.30,,,,,,,,480.00,,,,Basidiomycota,,
30,secondary forest,moderate,2,1,TRUE,4 x 4,field study,asia,China,Guizhou Province,subtropical,52.75,2019,rainy,november,5,0-20,,genetically,4.80,,,,,,,,430.00,,,,Ascomycota,,
30,secondary forest,moderate,2,1,TRUE,4 x 4,field study,asia,China,Guizhou Province,subtropical,52.75,2019,rainy,november,5,20-40,,genetically,4.70,,,,,,,,480.00,,,,Ascomycota,,
30,monoculture,strong anthropogene,3,1,TRUE,4 x 4,field study,asia,China,Guizhou Province,subtropical,52.75,2019,rainy,november,5,0-20,,genetically,5.00,,,,,,,,550.00,,,,Ascomycota,,pepper field
30,monoculture,strong anthropogene,3,1,TRUE,4 x 4,field study,asia,China,Guizhou Province,subtropical,52.75,2019,rainy,november,5,20-40,,genetically,4.80,,,,,,,,600.00,,,,Ascomycota,,pepper field
30,monoculture,strong anthropogene,4,1,TRUE,4 x 4,field study,asia,China,Guizhou Province,subtropical,52.75,2019,rainy,november,5,0-20,,genetically,4.00,,,,,,,,510.00,,,,Ascomycota,,dragon fruit field
30,monoculture,strong anthropogene,4,1,TRUE,4 x 4,field study,asia,China,Guizhou Province,subtropical,52.75,2019,rainy,november,5,20-40,,genetically,3.60,,,,,,,,410.00,,,,Ascomycota,,dragon fruit field
30,arable land,strong anthropogene,5,1,TRUE,4 x 4,field study,asia,China,Guizhou Province,subtropical,52.75,2019,rainy,november,5,0-20,,genetically,4.90,,,,,,,,670.00,,,,Ascomycota,,maize field
30,arable land,strong anthropogene,5,1,TRUE,4 x 4,field study,asia,China,Guizhou Province,subtropical,52.75,2019,rainy,november,5,20-40,,genetically,4.20,,,,,,,,500.00,,,,Ascomycota,,maize field
18,secondary forest,natural,1,1,TRUE,50x50-> 3x  5x5,field study,asia,Indonesia,Jambi Province,tropical,132.3,2012,dry,,3,0-20,,genetically,7.20,"1,229.00",,,344,2204.00,,,539.00,,,0.98,Basidiomycota,ectomycorrhiza,
18,secondary forest,natural,1,2,TRUE,50x50-> 3x  5x5,field study,asia,Indonesia,Jambi Province,tropical,132.3,2012,dry,,3,0-20,,genetically,7.20,"1,229.00",,,344,1227.00,,,539.00,,,0.98,Basidiomycota,ectomycorrhiza,
18,managed forest,moderate,2,1,TRUE,50x50-> 3x  5x5,field study,asia,Indonesia,Jambi Province,tropical,132.3,2012,dry,,3,0-20,,genetically,7.93,"1,229.00",,,441,2782.00,,,702.00,,,0.99,Basidiomycota,ectomycorrhiza,
18,managed forest,moderate,2,2,TRUE,50x50-> 3x  5x5,field study,asia,Indonesia,Jambi Province,tropical,132.3,2012,dry,,3,0-20,,genetically,7.93,"1,229.00",,,441,2427.00,,,702.00,,,0.99,Basidiomycota,ectomycorrhiza,
18,monoculture,strong anthropogene,3,1,TRUE,50x50-> 3x  5x5,field study,asia,Indonesia,Jambi Province,tropical,132.3,2012,dry,,3,0-20,,genetically,7.59,"1,229.00",,,394,2702.00,,,621.00,,,0.99,Ascomycota,saprophytic,
18,monoculture,strong anthropogene,3,2,TRUE,50x50-> 3x  5x5,field study,asia,Indonesia,Jambi Province,tropical,132.3,2012,dry,,3,0-20,,genetically,7.59,"1,229.00",,,394,2200.00,,,621.00,,,0.99,Ascomycota,saprophytic,
18,monoculture,strong anthropogene,4,1,TRUE,50x50-> 3x  5x5,field study,asia,Indonesia,Jambi Province,tropical,132.3,2012,dry,,3,0-20,,genetically,7.44,"1,229.00",,,375,2041.00,,,590.00,,,0.99,Ascomycota,plant pathogene,
18,monoculture,strong anthropogene,4,2,TRUE,50x50-> 3x  5x5,field study,asia,Indonesia,Jambi Province,tropical,132.3,2012,dry,,3,0-20,,genetically,7.44,"1,229.00",,,375,2742.00,,,590.00,,,0.99,Ascomycota,plant pathogene,
31,managed forest,moderate,1,1,TRUE,,field study,asia,China,Henan Province,subtropical,170.75,2022,rainy,july,4,0-20,,genetically,4.35,,,,"3,298.00",1590.00,0.48,595.00,62.00,,,,Ascomycota,saprophytic,artificial forests under human intervention
31,wetland,moderate,2,1,TRUE,,field study,asia,China,Henan Province,subtropical,170.75,2022,rainy,july,4,0-20,,genetically,4.28,,,,"3,298.00",1182.00,0.36,490.00,48.00,,,,Ascomycota,saprophytic,
31,wasteland,moderate,3,1,TRUE,,field study,asia,China,Henan Province,subtropical,170.75,2022,rainy,july,4,0-20,,genetically,3.60,,,,"3,298.00",836.00,0.25,235.00,34.00,,,,Ascomycota,saprophytic,bare land
31,arable land,strong anthropogene,4,1,TRUE,,field study,asia,China,Henan Province,subtropical,170.75,2022,rainy,july,4,0-20,,genetically,4.23,,,,"3,298.00",1490.00,0.45,640.00,72.00,,,,Ascomycota,saprophytic,cropland
5,secondary forest,natural,1,1,TRUE,1x1,field study,north america,USA,Puerto Rico Luquillo Experimental Forest,tropical,144.64,2012,rainy,,,0-20,"Volcaniclastic soils: Zarzal, Cristal, Prieto, Coloso, Fluvaquents",genetically,,,,,"7,379.00",3826.00,0.52,,,,,,Ascomycota,saprophytic,
5,secondary forest,strong anthropogene,2,1,TRUE,1x1,field study,north america,USA,Puerto Rico Luquillo Experimental Forest,tropical,144.64,2012,rainy,,,0-20,"Volcaniclastic soils: Zarzal, Cristal, Prieto, Coloso, Fluvaquents",genetically,,,,,"7,379.00",4957.00,0.67,,,,,,Ascomycota,saprophytic,
8,primary forest,natural,1,1,TRUE,12x12,field study,north america,USA,Middle Rio Grande Bosque,temperate,35,2020,summer,,12,0-25,alluvial soils,genetically,4.10,,,,"7,988.00",780.00,0.10,,,,,0.95,Ascomycota,saprophytic,
8,secondary forest,natural,2,1,TRUE,12x12,field study,north america,USA,Middle Rio Grande Bosque,temperate,35,2020,summer,,12,0-25,alluvial soils,genetically,4.30,,,,"7,988.00",820.00,0.10,,,,,0.93,Ascomycota,saprophytic,
8,secondary forest,moderate,3,1,TRUE,12x12,field study,north america,USA,Middle Rio Grande Bosque,temperate,35,2020,summer,,12,0-25,alluvial soils,genetically,4.60,,,,"7,988.00",900.00,0.11,,,,,0.96,Ascomycota,saprophytic,
8,secondary forest,moderate,4,1,TRUE,12x12,field study,north america,USA,Middle Rio Grande Bosque,temperate,35,2020,summer,,12,0-25,alluvial soils,genetically,4.80,,,,"7,988.00",900.00,0.11,,,,,0.97,Ascomycota,saprophytic,
8,clear cut,strong anthropogene,5,1,TRUE,12x12,field study,north america,USA,Middle Rio Grande Bosque,temperate,35,2020,summer,,12,0-25,alluvial soils,genetically,5.00,,,,"7,988.00",1020.00,0.13,,,,,0.97,Ascomycota,saprophytic,
11,managed forest,natural,1,1,TRUE,10x10,field study,europe,Switzerland,Basel and surrounding area,temperate,69.94,2021,spring,,4,1-5,haplic luvisol,genetically,4.05,,,,680.00,240.00,0.353,,,0.735,,,Basidomycota,saprophytic,
11,managed forest,natural,2,1,TRUE,10x10,field study,europe,Switzerland,Basel and surrounding area,temperate,69.94,2021,spring,,4,1-5,haplic luvisol,genetically,4.05,,,,680.00,240.00,0.353,,,0.735,,,Basidomycota,saprophytic,
11,managed forest,moderate,3,1,TRUE,10x10,field study,europe,Switzerland,Basel and surrounding area,temperate,69.94,2021,spring,,4,1-5,haplic luvisol,genetically,4.30,,,,680.00,240.00,0.353,,,0.780,,,Basidomycota,saprophytic,
11,managed forest,strong anthropogene,4,1,TRUE,10x10,field study,europe,Switzerland,Basel and surrounding area,temperate,69.94,2021,spring,,4,1-5,haplic luvisol,genetically,4.60,,,,680.00,245.00,0.360,,,0.810,,,Ascomycota,saprophytic,
12,grassland,natural,1,1,TRUE,2.5x2.5,field study,europe,Netherlands,Veluwe,temperate,75.86,2011,autumn,october,3,1-20,"haplic cambisol, anthrosol, luvisol",genetically,,,,,,800.00,,,,,,0.05,Ascomycota,,
12,grassland,moderate,2,1,TRUE,2.5x2.5,field study,europe,Netherlands,Veluwe,temperate,75.86,2011,autumn,october,3,1-20,"haplic cambisol, anthrosol, luvisol",genetically,,,,,,1000.00,,,,,,0.05,Ascomycota,,
12,grassland,strong anthropogene,3,1,TRUE,2.5x2.5,field study,europe,Netherlands,Veluwe,temperate,75.86,2011,autumn,october,3,1-20,"haplic cambisol, anthrosol, luvisol",genetically,,,,,,950.00,,,,,,0.06,Ascomycota,,
12,grassland,natural,4,1,TRUE,2.5x2.5,field study,europe,United Kindom,Yorkshire Dales,temperate,161.4,2011,autumn,october,3,1-20,"haplic cambisol, anthrosol, luvisol",genetically,,,,,,380.00,,,,,,0.07,Ascomycota,,
12,grassland,moderate,5,1,TRUE,2.5x2.5,field study,europe,United Kindom,Yorkshire Dales,temperate,161.4,2011,autumn,october,3,1-20,"haplic cambisol, anthrosol, luvisol",genetically,,,,,,600.00,,,,,,0.05,Ascomycota,,
12,grassland,strong anthropogene,6,1,TRUE,2.5x2.5,field study,europe,United Kindom,Yorkshire Dales,temperate,161.4,2011,autumn,october,3,1-20,"haplic cambisol, anthrosol, luvisol",genetically,,,,,,420.00,,,,,,0.06,Ascomycota,,
12,grassland,natural,7,1,TRUE,2.5x2.5,field study,europe,Italy,Berchidda,subtropical,81.14,2011,autumn,october,3,1-20,"haplic cambisol, anthrosol, luvisol",genetically,,,,,,650.00,,,,,,0.07,Ascomycota,,
12,grassland,moderate,8,1,TRUE,2.5x2.5,field study,europe,Italy,Berchidda,subtropical,81.14,2011,autumn,october,3,1-20,"haplic cambisol, anthrosol, luvisol",genetically,,,,,,700.00,,,,,,0.06,Ascomycota,,
12,grassland,strong anthropogene,9,1,TRUE,2.5x2.5,field study,europe,Italy,Berchidda,subtropical,81.14,2011,autumn,october,3,1-20,"haplic cambisol, anthrosol, luvisol",genetically,,,,,,680.00,,,,,,0.05,Ascomycota,,
13,monoculture,strong anthropogene,1,3,TRUE,,simulation,europe,Italy,Pisa,subtropical,25.06,2011,summer,july,1,1-30,"histosol, paety soil",genetically,1.80,,,,16.00,10.00,0.625,,,0.850,,,Ascomycota,saprophytic,
13,grassland,moderate,2,3,TRUE,,simulation,europe,Italy,Pisa,subtropical,25.06,2011,summer,july,1,1-30,"histosol, paety soil",genetically,1.80,,,,16.00,13.00,0.813,,,0.950,,,Ascomycota,saprophytic,
13,former argicultural land,natural,3,3,TRUE,,simulation,europe,Italy,Pisa,subtropical,25.06,2011,summer,july,1,1-30,"histosol, paety soil",genetically,1.80,,,,16.00,9.00,0.563,,,0.950,,,Ascomycota,saprophytic,
